telemetry.time,deviceId,telemetry.co2
2022-11-24T14:56:20.0000000,DA00110044,824
2022-11-24T14:52:43.0000000,DA00110044,819
2022-11-24T14:49:04.0000000,DA00110044,878
2022-11-24T14:53:50.0000000,DA00110044,859
2022-11-24T14:51:27.0000000,DA00110044,830
2022-11-24T14:47:48.0000000,DA00110044,860
2022-11-24T14:50:21.0000000,DA00110044,830
2022-11-24T14:53:48.0000000,DA00110043,735
2022-11-24T14:46:42.0000000,DA00110044,876
2022-11-24T14:52:30.0000000,DA00110043,722
2022-11-24T14:45:26.0000000,DA00110044,860
2022-11-24T14:51:12.0000000,DA00110043,724
2022-11-24T14:50:06.0000000,DA00110043,711
2022-11-24T14:46:26.0000000,DA00110043,705
2022-11-24T14:48:48.0000000,DA00110043,696
2022-11-24T14:47:31.0000000,DA00110043,711
2022-11-24T14:45:08.0000000,DA00110043,714
2022-11-24T14:55:45.0000000,DA00110042,1452
2022-11-24T14:58:05.0000000,DA00110042,1470
2022-11-24T14:56:51.0000000,DA00110042,1442
2022-11-24T14:54:31.0000000,DA00110042,1458
2022-11-24T14:53:26.0000000,DA00110042,1486
2022-11-24T14:48:37.0000000,DA00110042,1513
2022-11-24T14:49:51.0000000,DA00110042,1511
2022-11-24T14:50:57.0000000,DA00110042,1486
2022-11-24T14:52:11.0000000,DA00110042,1493
2022-11-24T14:46:17.0000000,DA00110042,1522
2022-11-24T14:47:32.0000000,DA00110042,1511
2022-11-24T14:45:03.0000000,DA00110042,1539
2022-11-24T14:59:21.0000000,DA00110038,1175
2022-11-24T14:56:39.0000000,DA00110041,834
2022-11-24T14:55:34.0000000,DA00110041,834
2022-11-24T14:50:35.0000000,DA00110041,865
2022-11-24T14:49:17.0000000,DA00110041,857
2022-11-24T14:52:59.0000000,DA00110041,834
2022-11-24T14:51:53.0000000,DA00110041,846
2022-11-24T14:48:12.0000000,DA00110041,864
2022-11-24T14:54:18.0000000,DA00110041,849
2022-11-24T14:46:57.0000000,DA00110041,859
2022-11-24T14:45:51.0000000,DA00110041,893
2022-11-24T14:58:06.0000000,DA00110038,1175
2022-11-24T14:56:52.0000000,DA00110038,1173
2022-11-24T14:53:04.0000000,DA00110040,1161
2022-11-24T14:45:48.0000000,DA00110040,1174
2022-11-24T14:47:06.0000000,DA00110040,1161
2022-11-24T14:55:47.0000000,DA00110038,1142
2022-11-24T14:54:32.0000000,DA00110038,1152
2022-11-24T14:53:27.0000000,DA00110038,1175
2022-11-24T14:52:12.0000000,DA00110038,1189
2022-11-24T14:58:21.0000000,DA00110036,1095
2022-11-24T14:50:58.0000000,DA00110038,1222
2022-11-24T14:49:53.0000000,DA00110038,1209
2022-11-24T14:47:33.0000000,DA00110038,1242
2022-11-24T14:46:18.0000000,DA00110038,1242
2022-11-24T14:48:38.0000000,DA00110038,1234
2022-11-24T14:45:13.0000000,DA00110038,1254
2022-11-24T14:47:43.0000000,DA00110036,1071
2022-11-24T14:46:35.0000000,DA00110036,1077
2022-11-24T14:59:09.0000000,DA00110033,987
2022-11-24T14:58:16.0000000,DA00110032,1172
2022-11-24T14:58:47.0000000,DA00110049,734
2022-11-24T14:57:28.0000000,DA00110049,761
2022-11-24T14:51:31.0000000,DA00110049,764
2022-11-24T14:45:32.0000000,DA00110049,900
2022-11-24T14:57:54.0000000,DA00110033,1009
2022-11-24T14:46:01.0000000,DA00110033,933
2022-11-24T14:47:15.0000000,DA00110033,936
2022-11-24T14:53:12.0000000,DA00110033,977
2022-11-24T14:50:52.0000000,DA00110033,937
2022-11-24T14:48:21.0000000,DA00110033,953
2022-11-24T14:56:49.0000000,DA00110033,1003
2022-11-24T14:54:18.0000000,DA00110033,978
2022-11-24T14:51:57.0000000,DA00110033,1006
2022-11-24T14:55:34.0000000,DA00110033,1010
2022-11-24T14:49:36.0000000,DA00110033,940
2022-11-24T14:55:47.0000000,DA00110031,780
2022-11-24T14:54:42.0000000,DA00110031,775
2022-11-24T14:59:16.0000000,DA00130003,1114
2022-11-24T14:51:15.0000000,DA00110032,1183
2022-11-24T14:57:11.0000000,DA00110032,1167
2022-11-24T14:55:56.0000000,DA00110032,1155
2022-11-24T14:53:36.0000000,DA00110032,1173
2022-11-24T14:52:22.0000000,DA00110032,1172
2022-11-24T14:50:01.0000000,DA00110032,1152
2022-11-24T14:54:41.0000000,DA00110032,1145
2022-11-24T14:48:46.0000000,DA00110032,1161
2022-11-24T14:45:18.0000000,DA00110032,1164
2022-11-24T14:46:25.0000000,DA00110032,1157
2022-11-24T14:47:40.0000000,DA00110032,1168
2022-11-24T14:49:24.0000000,DA00130002,734
2022-11-24T14:52:17.0000000,DA00110031,764
2022-11-24T14:53:24.0000000,DA00110031,755
2022-11-24T14:57:45.0000000,DA00130004,1070
2022-11-24T14:59:06.0000000,DA00130004,1040
2022-11-24T14:56:23.0000000,DA00130004,1083
2022-11-24T14:53:57.0000000,DA00130004,1043
2022-11-24T14:55:13.0000000,DA00130004,1069
2022-11-24T14:52:49.0000000,DA00130004,1076
2022-11-24T14:50:14.0000000,DA00130004,1060
2022-11-24T14:51:31.0000000,DA00130004,1085
2022-11-24T14:47:52.0000000,DA00130004,1069
2022-11-24T14:49:09.0000000,DA00130004,1033
2022-11-24T14:58:09.0000000,DA00130003,1144
2022-11-24T14:46:36.0000000,DA00130004,1037
2022-11-24T14:45:28.0000000,DA00130004,1065
2022-11-24T14:56:51.0000000,DA00130003,1178
2022-11-24T14:55:45.0000000,DA00130003,1120
2022-11-24T14:54:26.0000000,DA00130003,1135
2022-11-24T14:47:07.0000000,DA00130003,1129
